0,1.61,0
2E-5,1.61,0
4E-5,1.61,0
6E-5,1.56,0
8E-5,1.61,-0.043
0.0001,1.67,0
0.00012,1.61,0
0.00014,1.61,0
0.00016,1.61,0
0.00018,1.61,0
0.0002,1.56,0
0.00022,1.61,0
0.00024,1.61,-0.043
0.00026,1.61,-0.043
0.00028,1.61,0
0.0003,1.61,0
0.00032,1.61,-0.043
0.00034,1.67,0
0.00036,1.61,-0.043
0.00038,1.61,0
0.0004,1.61,0
0.00042,1.73,0
0.00044,1.67,0
0.00046,1.67,0
0.00048,1.61,0
0.0005,1.61,0
0.00052,1.67,0
0.00054,1.67,0
0.00056,1.61,0
0.00058,1.61,-0.043
0.0006,1.56,-0.043
0.00062,1.61,0
0.00064,1.67,0
0.00066,1.61,0
0.00068,1.61,0
0.0007,1.61,0
0.00072,1.61,0
0.00074,1.61,-0.043
0.00076,1.56,0
0.00078,1.61,0
0.0008,1.61,0
0.00082,1.61,0
0.00084,1.61,0
0.00086,1.56,0
0.00088,1.67,0
0.0009,1.61,0
0.00092,1.61,0
0.00094,1.61,0
0.00096,1.61,0
0.00098,1.61,0
0.001,1.61,0
0.00102,1.67,0
0.00104,1.61,-0.043
0.00106,1.61,0
0.00108,1.61,0
0.0011,1.61,0
0.00112,1.61,0
0.00114,1.61,0
0.00116,1.61,0
0.00118,1.56,0
0.0012,1.61,0
0.00122,1.61,0
0.00124,1.67,0
0.00126,1.67,0
0.00128,1.67,0
0.0013,1.67,0
0.00132,1.67,0
0.00134,1.73,-0.043
0.00136,1.73,0
0.00138,1.78,0
0.0014,1.73,0
0.00142,1.73,0
0.00144,1.78,0
0.00146,1.73,0
0.00148,1.67,0
0.0015,1.73,0
0.00152,1.73,0
0.00154,1.67,0
0.00156,1.73,0
0.00158,1.73,0
0.0016,1.67,0
0.00162,1.67,0
0.00164,1.73,0
0.00166,1.67,0
0.00168,1.73,0
0.0017,1.73,0
0.00172,1.73,0
0.00174,1.78,0
0.00176,2.24,0
0.00178,2.52,0
0.0018,2.7,0
0.00182,2.75,0
0.00184,2.75,0
0.00186,2.81,0
0.00188,2.87,0
0.0019,2.87,0
0.00192,2.87,0
0.00194,2.87,0
0.00196,2.87,0
0.00198,2.81,0
0.002,2.87,0
0.00202,2.87,0
0.00204,2.87,0
0.00206,2.81,0
0.00208,2.81,0
0.0021,2.81,0
0.00212,2.81,0
0.00214,2.75,0
0.00216,2.81,0
0.00218,2.81,0
0.0022,2.75,0
0.00222,2.81,0
0.00224,2.81,0
0.00226,2.81,0
0.00228,2.81,0
0.0023,2.81,0
0.00232,2.81,0
0.00234,2.87,0
0.00236,2.81,0
0.00238,2.87,0
0.0024,2.92,0
0.00242,2.92,-0.043
0.00244,2.92,-0.043
0.00246,2.87,0
0.00248,2.87,0
0.0025,2.87,0
0.00252,2.87,0
0.00254,2.87,0
0.00256,2.87,0
0.00258,2.92,0
0.0026,2.87,0
0.00262,2.92,0
0.00264,2.87,0
0.00266,2.87,0
0.00268,2.92,0
0.0027,2.92,-0.043
0.00272,2.87,0
0.00274,2.87,0
0.00276,2.92,0
0.00278,2.87,0
0.0028,2.92,0
0.00282,2.87,0
0.00284,2.87,0
0.00286,2.87,0
0.00288,2.92,0
0.0029,2.87,-0.043
0.00292,2.87,0
0.00294,2.64,0
0.00296,2.41,0
0.00298,2.18,0
0.003,2.13,0
0.00302,2.13,0
0.00304,2.07,0
0.00306,2.07,0
0.00308,2.07,0
0.0031,2.07,0
0.00312,2.01,0
0.00314,2.07,0
0.00316,2.07,0
0.00318,2.07,0
0.0032,2.07,0
0.00322,2.07,0
0.00324,2.07,0
0.00326,2.01,0
0.00328,2.01,0
0.0033,2.01,0
0.00332,2.01,0
0.00334,2.07,0
0.00336,2.07,0
0.00338,2.07,-0.043
0.0034,2.07,0
0.00342,2.01,0
0.00344,2.07,0
0.00346,2.07,0
0.00348,2.07,0
0.0035,2.07,0
0.00352,2.01,0
0.00354,2.01,0
0.00356,2.07,0
0.00358,2.01,0
0.0036,2.01,0
0.00362,2.01,0
0.00364,2.01,0
0.00366,2.01,0
0.00368,2.01,0
0.0037,2.01,0
0.00372,2.07,-0.043
0.00374,2.01,0
0.00376,2.07,0
0.00378,2.01,0
0.0038,2.01,-0.043
0.00382,2.07,0
0.00384,2.01,0
0.00386,2.07,0
0.00388,2.07,0
0.0039,2.01,0
0.00392,2.07,0
0.00394,2.01,0
0.00396,2.01,0
0.00398,2.07,0
0.004,2.01,0
0.00402,2.07,0
0.00404,2.01,0
0.00406,1.96,0
0.00408,2.01,0
0.0041,2.01,0
0.00412,2.07,-0.043
0.00414,2.01,-0.043
0.00416,2.13,0
0.00418,2.47,0
0.0042,2.7,0
0.00422,2.75,0
0.00424,2.75,0
0.00426,2.81,0
0.00428,2.81,0
0.0043,2.87,0
0.00432,2.87,0
0.00434,2.81,0
0.00436,2.87,0
0.00438,2.87,0
0.0044,2.87,0
0.00442,2.87,0
0.00444,2.87,0
