0,0,0,2.88,0,0,0
6.55E-05,0,6.55E-05,2.88,6.55E-05,0,0
0.00013107,0,0.00013107,2.88,0.00013107,0,0
0.00019661,0,0.00019661,3.16,0.00019661,0,0
0.00026214,0,0.00026214,3.16,0.00026214,0,0
0.00032768,0,0.00032768,3.16,0.00032768,0,0
0.00039322,0,0.00039322,3.16,0.00039322,0,0
0.00045875,0,0.00045875,3.16,0.00045875,0,0
0.00052429,0,0.00052429,3.16,0.00052429,0,0
0.00058982,0,0.00058982,2.88,0.00058982,0,0
0.00065536,0,0.00065536,2.88,0.00065536,0,0
0.0007209,0,0.0007209,3.16,0.0007209,0,0
0.00078643,0,0.00078643,3.16,0.00078643,0,0
0.00085197,0,0.00085197,2.88,0.00085197,0,0
0.0009175,0,0.0009175,3.44,0.0009175,0,-0.043
0.00098304,0,0.00098304,3.16,0.00098304,0,0
0.0010486,0,0.0010486,3.16,0.0010486,0,0
0.0011141,0,0.0011141,2.88,0.0011141,0,0
0.0011796,0,0.0011796,3.16,0.0011796,0,-0.043
0.0012452,0,0.0012452,2.88,0.0012452,0,0
0.0013107,0,0.0013107,3.16,0.0013107,0,0
0.0013763,0,0.0013763,2.88,0.0013763,0,0
0.0014418,0,0.0014418,2.88,0.0014418,0,0
0.0015073,0,0.0015073,3.16,0.0015073,0,-0.043
0.0015729,0,0.0015729,3.16,0.0015729,0,0
0.0016384,0,0.0016384,3.16,0.0016384,0,0
0.0017039,0,0.0017039,3.16,0.0017039,0,0
0.0017695,0,0.0017695,3.44,0.0017695,0,0
0.001835,0,0.001835,3.16,0.001835,0,0
0.0019005,0,0.0019005,3.16,0.0019005,0,0
0.0019661,0,0.0019661,2.88,0.0019661,0,0
0.0020316,0,0.0020316,3.16,0.0020316,0,0
0.0020972,0,0.0020972,3.16,0.0020972,0,0
0.0021627,0,0.0021627,3.16,0.0021627,0,0
0.0022282,0,0.0022282,2.88,0.0022282,0,0
0.0022938,0,0.0022938,2.88,0.0022938,0,0
0.0023593,0,0.0023593,3.16,0.0023593,0,0
0.0024248,0,0.0024248,2.88,0.0024248,0,0
0.0024904,0,0.0024904,3.16,0.0024904,0,0
0.0025559,0,0.0025559,2.88,0.0025559,0,0
0.0026214,0,0.0026214,3.16,0.0026214,0,0
0.002687,0,0.002687,3.16,0.002687,0,0
0.0027525,0,0.0027525,3.44,0.0027525,0,-0.043
0.002818,0,0.002818,3.16,0.002818,0,0
0.0028836,0,0.0028836,3.44,0.0028836,0,0
0.0029491,0,0.0029491,3.16,0.0029491,0,0
0.0030147,0,0.0030147,3.16,0.0030147,0,0
0.0030802,0,0.0030802,3.16,0.0030802,0,0
0.0031457,0,0.0031457,3.16,0.0031457,0,-0.043
0.0032113,0,0.0032113,3.16,0.0032113,0,0
