Time (s) - Plot 0	Current (mA) - Plot 0	Time (s) - Plot 1	Current (mA) - Plot 1	Time (s) - Plot 2	Current (mA) - Plot 2	
0	0	0	16.8	0	0	
6.5536E-5	0	6.5536E-5	16.5	6.5536E-5	0	
0.00013107	0	0.00013107	16.5	0.00013107	0	
0.00019661	0	0.00019661	16.8	0.00019661	0	
0.00026214	0	0.00026214	16.5	0.00026214	0	
0.00032768	0	0.00032768	16.5	0.00032768	0	
0.00039322	0	0.00039322	16.5	0.00039322	0	
0.00045875	0	0.00045875	16.5	0.00045875	0	
0.00052429	0	0.00052429	16.5	0.00052429	0	
0.00058982	0	0.00058982	16.5	0.00058982	0	
0.00065536	0	0.00065536	16.5	0.00065536	0	
0.0007209	0	0.0007209	16.5	0.0007209	0	
0.00078643	0	0.00078643	16.5	0.00078643	0	
0.00085197	0	0.00085197	16.8	0.00085197	0	
0.0009175	0	0.0009175	17.1	0.0009175	0	
0.00098304	0	0.00098304	16.8	0.00098304	0	
0.0010486	0	0.0010486	16.8	0.0010486	0	
0.0011141	0	0.0011141	16.2	0.0011141	0	
0.0011796	0	0.0011796	16.2	0.0011796	0	
0.0012452	0	0.0012452	16.5	0.0012452	0	
0.0013107	0	0.0013107	16.5	0.0013107	0	
0.0013763	0	0.0013763	16.5	0.0013763	0	
0.0014418	0	0.0014418	16.8	0.0014418	0	
0.0015073	0	0.0015073	16.5	0.0015073	0	
0.0015729	0	0.0015729	16.8	0.0015729	0	
0.0016384	0	0.0016384	16.8	0.0016384	0	
0.0017039	0	0.0017039	16.8	0.0017039	0	
0.0017695	0	0.0017695	16.8	0.0017695	0	
0.001835	0	0.001835	16.8	0.001835	0	
0.0019005	0	0.0019005	16.8	0.0019005	0	
0.0019661	0	0.0019661	16.8	0.0019661	0	
0.0020316	0	0.0020316	16.8	0.0020316	0	
0.0020972	0	0.0020972	16.5	0.0020972	0	
0.0021627	0	0.0021627	16.5	0.0021627	0	
0.0022282	0	0.0022282	17.1	0.0022282	0	
0.0022938	0	0.0022938	16.5	0.0022938	0	
0.0023593	0	0.0023593	16.8	0.0023593	0	
0.0024248	0	0.0024248	16.8	0.0024248	0	
0.0024904	0	0.0024904	16.5	0.0024904	0	
0.0025559	0	0.0025559	16.5	0.0025559	0	
0.0026214	0	0.0026214	16.8	0.0026214	0	
0.002687	0	0.002687	16.8	0.002687	0	
0.0027525	0	0.0027525	16.8	0.0027525	0	
0.002818	0	0.002818	16.8	0.002818	0	
0.0028836	0	0.0028836	16.8	0.0028836	0	
0.0029491	0	0.0029491	16.8	0.0029491	0	
0.0030147	0	0.0030147	16.8	0.0030147	0	
0.0030802	0	0.0030802	16.5	0.0030802	0	
0.0031457	0	0.0031457	16.8	0.0031457	0	
0.0032113	0	0.0032113	16.5	0.0032113	0	
0.0032768	0	0.0032768	16.8	0.0032768	0	
0.0033423	0	0.0033423	16.5	0.0033423	0	
0.0034079	0	0.0034079	16.8	0.0034079	0	
0.0034734	0	0.0034734	16.5	0.0034734	0	
0.0035389	0	0.0035389	16.8	0.0035389	0	
0.0036045	0	0.0036045	16.5	0.0036045	0	
0.00367	0	0.00367	16.8	0.00367	0	
0.0037356	0	0.0037356	16.5	0.0037356	0	
0.0038011	0	0.0038011	16.8	0.0038011	0	
0.0038666	0	0.0038666	16.5	0.0038666	0	
0.0039322	0	0.0039322	16.5	0.0039322	0	
0.0039977	0	0.0039977	16.5	0.0039977	0	
0.0040632	0	0.0040632	16.8	0.0040632	0	
0.0041288	0	0.0041288	17.3	0.0041288	0	
0.0041943	0	0.0041943	16.8	0.0041943	0	
0.0042598	0	0.0042598	16.5	0.0042598	0	
0.0043254	0	0.0043254	16.5	0.0043254	0	
0.0043909	0	0.0043909	16.2	0.0043909	0	
0.0044564	0	0.0044564	16.8	0.0044564	0	
0.004522	0	0.004522	16.5	0.004522	0	
0.0045875	0	0.0045875	16.8	0.0045875	0	
0.0046531	0	0.0046531	16.5	0.0046531	0	
0.0047186	0	0.0047186	16.5	0.0047186	0	
0.0047841	0	0.0047841	16.8	0.0047841	0	
0.0048497	0	0.0048497	16.8	0.0048497	0	
0.0049152	0	0.0049152	16.8	0.0049152	0	
0.0049807	0	0.0049807	16.8	0.0049807	0	
0.0050463	0	0.0050463	16.5	0.0050463	0	
0.0051118	0	0.0051118	16.8	0.0051118	0	
0.0051773	0	0.0051773	16.5	0.0051773	0	
0.0052429	0	0.0052429	16.5	0.0052429	0	
0.0053084	0	0.0053084	16.8	0.0053084	0	
0.005374	0	0.005374	16.8	0.005374	0	
0.0054395	0	0.0054395	16.8	0.0054395	0	
0.005505	0	0.005505	16.5	0.005505	0	
0.0055706	0	0.0055706	16.5	0.0055706	0	
0.0056361	0	0.0056361	16.8	0.0056361	0	
0.0057016	0	0.0057016	16.8	0.0057016	0	
0.0057672	0	0.0057672	16.5	0.0057672	0	
0.0058327	0	0.0058327	16.5	0.0058327	0	
0.0058982	0	0.0058982	16.8	0.0058982	0	
0.0059638	0	0.0059638	16.5	0.0059638	0	
0.0060293	0	0.0060293	16.5	0.0060293	0	
0.0060948	0	0.0060948	16.5	0.0060948	0	
0.0061604	0	0.0061604	16.8	0.0061604	0	
0.0062259	0	0.0062259	16.5	0.0062259	0	
0.0062915	0	0.0062915	16.5	0.0062915	0	
0.006357	0	0.006357	16.8	0.006357	0	
0.0064225	0	0.0064225	16.8	0.0064225	0	
0.0064881	0	0.0064881	16.5	0.0064881	0	
0.0065536	0	0.0065536	16.8	0.0065536	0	
0.0066191	0	0.0066191	16.5	0.0066191	0	
0.0066847	0	0.0066847	16.8	0.0066847	0	
0.0067502	0	0.0067502	16.5	0.0067502	0	
0.0068157	0	0.0068157	16.8	0.0068157	0	
0.0068813	0	0.0068813	16.8	0.0068813	0	
0.0069468	0	0.0069468	16.5	0.0069468	0	
0.0070124	0	0.0070124	16.8	0.0070124	0	
0.0070779	0	0.0070779	16.8	0.0070779	0	
0.0071434	0	0.0071434	17.1	0.0071434	0	
0.007209	0	0.007209	16.8	0.007209	0	
0.0072745	0	0.0072745	16.8	0.0072745	0	
0.00734	0	0.00734	16.5	0.00734	0	
0.0074056	0	0.0074056	16.5	0.0074056	0	
0.0074711	0	0.0074711	16.5	0.0074711	0	
0.0075366	0	0.0075366	16.5	0.0075366	0	
0.0076022	0	0.0076022	16.8	0.0076022	0	
0.0076677	0	0.0076677	16.8	0.0076677	0	
0.0077332	0	0.0077332	16.5	0.0077332	0	
0.0077988	0	0.0077988	16.8	0.0077988	0	
0.0078643	0	0.0078643	16.5	0.0078643	0	
0.0079299	0	0.0079299	16.8	0.0079299	0	
0.0079954	0	0.0079954	16.8	0.0079954	0	
0.0080609	0	0.0080609	16.5	0.0080609	0	
0.0081265	0	0.0081265	16.8	0.0081265	0	
0.008192	0	0.008192	16.5	0.008192	0	
0.0082575	0	0.0082575	16.8	0.0082575	0	
0.0083231	0	0.0083231	16.8	0.0083231	0	
0.0083886	0	0.0083886	16.5	0.0083886	0	
0.0084541	0	0.0084541	16.8	0.0084541	0	
0.0085197	0	0.0085197	16.8	0.0085197	0	
0.0085852	0	0.0085852	16.8	0.0085852	0	
0.0086508	0	0.0086508	16.8	0.0086508	0	
0.0087163	0	0.0087163	16.8	0.0087163	0	
0.0087818	0	0.0087818	16.5	0.0087818	0	
0.0088474	0	0.0088474	16.8	0.0088474	0	
0.0089129	0	0.0089129	16.8	0.0089129	0	
0.0089784	0	0.0089784	16.5	0.0089784	0	
0.009044	0	0.009044	16.5	0.009044	0	
0.0091095	0	0.0091095	16.8	0.0091095	0	
0.009175	0	0.009175	16.5	0.009175	0	
0.0092406	0	0.0092406	16.8	0.0092406	0	
0.0093061	0	0.0093061	16.5	0.0093061	0	
0.0093716	0	0.0093716	16.8	0.0093716	0	
0.0094372	0	0.0094372	16.8	0.0094372	0	
0.0095027	0	0.0095027	16.8	0.0095027	0	
0.0095683	0	0.0095683	16.5	0.0095683	0	
0.0096338	0	0.0096338	16.5	0.0096338	0	
0.0096993	0	0.0096993	16.5	0.0096993	0	
0.0097649	0	0.0097649	16.8	0.0097649	0	
0.0098304	0	0.0098304	16.5	0.0098304	0	
0.0098959	0	0.0098959	16.5	0.0098959	0	
0.0099615	0	0.0099615	16.5	0.0099615	0	
0.010027	0	0.010027	16.8	0.010027	0	
0.010093	0	0.010093	16.5	0.010093	0	
0.010158	0	0.010158	16.8	0.010158	0	
0.010224	0	0.010224	16.8	0.010224	0	
0.010289	0	0.010289	17.1	0.010289	0	
0.010355	0	0.010355	16.8	0.010355	0	
0.01042	0	0.01042	16.8	0.01042	0	
0.010486	0	0.010486	16.5	0.010486	0	
0.010551	0	0.010551	16.5	0.010551	0	
0.010617	0	0.010617	16.2	0.010617	0	
0.010682	0	0.010682	16.5	0.010682	0	
0.010748	0	0.010748	16.5	0.010748	0	
0.010813	0	0.010813	16.8	0.010813	0	
0.010879	0	0.010879	16.5	0.010879	0	
