Time (s) - Plot 0	Current (mA) - Plot 0	Time (s) - Plot 1	Current (mA) - Plot 1	Time (s) - Plot 2	Current (mA) - Plot 2	
0	16	0	20.1	0	0	
4.4E-8	16	4.4E-8	20.4	4.4E-8	0	
8.8E-8	16	8.8E-8	20.4	8.8E-8	0	
1.32E-7	16	1.32E-7	20.1	1.32E-7	0	
1.76E-7	16	1.76E-7	20.1	1.76E-7	0	
2.2E-7	16	2.2E-7	20.4	2.2E-7	0	
2.64E-7	16	2.64E-7	20.4	2.64E-7	0	
3.08E-7	16	3.08E-7	20.1	3.08E-7	0	
3.52E-7	16	3.52E-7	20.1	3.52E-7	0	
3.96E-7	16	3.96E-7	20.4	3.96E-7	0	
4.4E-7	16	4.4E-7	20.1	4.4E-7	0	
4.84E-7	16	4.84E-7	20.4	4.84E-7	0	
5.28E-7	16	5.28E-7	20.1	5.28E-7	0	
5.72E-7	16	5.72E-7	20.1	5.72E-7	0	
6.16E-7	16	6.16E-7	20.1	6.16E-7	0	
6.6E-7	16	6.6E-7	20.4	6.6E-7	0	
7.04E-7	16	7.04E-7	20.1	7.04E-7	0	
7.48E-7	16	7.48E-7	20.1	7.48E-7	0	
7.92E-7	16	7.92E-7	20.4	7.92E-7	0	
8.36E-7	16	8.36E-7	20.4	8.36E-7	0	
8.8E-7	16	8.8E-7	20.4	8.8E-7	0	
9.24E-7	16	9.24E-7	20.1	9.24E-7	0	
9.68E-7	16	9.68E-7	20.1	9.68E-7	0	
1.012E-6	16	1.012E-6	20.1	1.012E-6	0	
1.056E-6	16	1.056E-6	20.1	1.056E-6	0	
1.1E-6	16	1.1E-6	20.1	1.1E-6	0	
1.144E-6	16	1.144E-6	20.1	1.144E-6	0	
1.188E-6	16	1.188E-6	20.1	1.188E-6	0	
1.232E-6	16	1.232E-6	20.1	1.232E-6	0	
1.276E-6	16	1.276E-6	20.1	1.276E-6	0	
1.32E-6	16	1.32E-6	20.4	1.32E-6	0	
1.364E-6	16	1.364E-6	20.1	1.364E-6	0	
1.408E-6	16	1.408E-6	20.1	1.408E-6	0	
1.452E-6	16	1.452E-6	20.1	1.452E-6	0	
1.496E-6	16	1.496E-6	20.1	1.496E-6	0	
1.54E-6	16	1.54E-6	20.1	1.54E-6	0	
1.584E-6	16	1.584E-6	20.1	1.584E-6	0	
1.628E-6	16	1.628E-6	20.1	1.628E-6	0	
1.672E-6	16	1.672E-6	19.8	1.672E-6	0	
1.716E-6	16	1.716E-6	20.1	1.716E-6	0	
1.76E-6	16	1.76E-6	19.8	1.76E-6	0	
1.804E-6	16	1.804E-6	20.1	1.804E-6	0	
1.848E-6	16	1.848E-6	20.1	1.848E-6	0	
1.892E-6	16	1.892E-6	20.1	1.892E-6	0	
1.936E-6	16	1.936E-6	20.1	1.936E-6	0	
1.98E-6	16	1.98E-6	20.1	1.98E-6	0	
2.024E-6	16	2.024E-6	20.1	2.024E-6	0	
2.068E-6	16	2.068E-6	20.1	2.068E-6	0	
2.112E-6	16	2.112E-6	19.8	2.112E-6	0	
2.156E-6	16	2.156E-6	19.8	2.156E-6	0	
2.2E-6	16	2.2E-6	20.1	2.2E-6	0	
2.244E-6	16	2.244E-6	19.8	2.244E-6	0	
2.288E-6	16	2.288E-6	20.1	2.288E-6	0	
2.332E-6	16	2.332E-6	20.1	2.332E-6	0	
2.376E-6	16	2.376E-6	20.1	2.376E-6	0	
2.42E-6	16	2.42E-6	19.8	2.42E-6	0	
2.464E-6	16	2.464E-6	20.1	2.464E-6	0	
2.508E-6	16	2.508E-6	19.8	2.508E-6	0	
2.552E-6	16	2.552E-6	20.1	2.552E-6	0	
2.596E-6	16	2.596E-6	20.1	2.596E-6	0	
2.64E-6	16	2.64E-6	20.1	2.64E-6	0	
2.684E-6	16	2.684E-6	19.8	2.684E-6	0	
2.728E-6	16	2.728E-6	19.8	2.728E-6	0	
2.772E-6	16	2.772E-6	20.1	2.772E-6	0	
2.816E-6	16	2.816E-6	20.1	2.816E-6	0	
2.86E-6	16	2.86E-6	19.8	2.86E-6	0	
2.904E-6	16	2.904E-6	19.8	2.904E-6	0	
2.948E-6	16	2.948E-6	19.8	2.948E-6	0	
2.992E-6	16	2.992E-6	19.8	2.992E-6	0	
3.036E-6	16	3.036E-6	20.1	3.036E-6	0	
3.08E-6	16	3.08E-6	20.1	3.08E-6	0	
3.124E-6	16	3.124E-6	19.8	3.124E-6	0	
